testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
720,apikey=b2e7529f&t=The Lost World,searchByIdOrTitle,/,GET,,t=The Lost World,,,200,"{""Title"": ""The Lost World"", ""Year"": ""1925"", ""Rated"": ""Passed"", ""Released"": ""22 Jun 1925"", ""Runtime"": ""110 min"", ""Genre"": ""Adventure, Fantasy, Horror"", ""Director"": ""Harry O. Hoyt"", ""Writer"": ""Arthur Conan Doyle, Marion Fairfax"", ""Actors"": ""Wallace Beery, Bessie Love, Lloyd Hughes"", ""Plot"": ""The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 wins & 2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMzQxMjNlNDItNTUzZC00YWZhLTgwNTAtZTExMzQ0Y2MwODM5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""100%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""5,741"", ""imdbID"": ""tt0016039"", ""Type"": ""movie"", ""DVD"": ""01 Feb 2016"", ""BoxOffice"": ""$1,194,450"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
721,apikey=b2e7529f&t=Elmer Gantry,searchByIdOrTitle,/,GET,,t=Elmer Gantry,,,200,"{""Title"": ""Elmer Gantry"", ""Year"": ""1960"", ""Rated"": ""Approved"", ""Released"": ""26 Aug 1960"", ""Runtime"": ""146 min"", ""Genre"": ""Drama"", ""Director"": ""Richard Brooks"", ""Writer"": ""Richard Brooks, Sinclair Lewis"", ""Actors"": ""Burt Lancaster, Jean Simmons, Arthur Kennedy"", ""Plot"": ""A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 3 Oscars. 11 wins & 14 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjI3NjIzMDA4NV5BMl5BanBnXkFtZTcwMzg4NTczNA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""12,597"", ""imdbID"": ""tt0053793"", ""Type"": ""movie"", ""DVD"": ""22 May 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
722,apikey=b2e7529f&t=Carry On Constable,searchByIdOrTitle,/,GET,,t=Carry On Constable,,,200,"{""Title"": ""Carry on Constable"", ""Year"": ""1960"", ""Rated"": ""N/A"", ""Released"": ""25 Aug 1961"", ""Runtime"": ""86 min"", ""Genre"": ""Comedy"", ""Director"": ""Gerald Thomas"", ""Writer"": ""Norman Hudis, Brock Williams"", ""Actors"": ""Sidney James, Kenneth Williams, Eric Barker"", ""Plot"": ""With a flu epidemic running rife, three new bumbling recruits are assigned to Inspector Mills police station. They manage to totally wreck the operations of the police force and let plenty of criminals get away."", ""Language"": ""English, Latin"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BM2U2NTNhNjAtY2RjZC00NDM0LTkyYjEtZDg5ZGNkOGRiYjRlXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""2,802"", ""imdbID"": ""tt0053699"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
723,apikey=b2e7529f&t=Village of the Damned,searchByIdOrTitle,/,GET,,t=Village of the Damned,,,200,"{""Title"": ""Village of the Damned"", ""Year"": ""1995"", ""Rated"": ""R"", ""Released"": ""28 Apr 1995"", ""Runtime"": ""98 min"", ""Genre"": ""Horror, Sci-Fi, Thriller"", ""Director"": ""John Carpenter"", ""Writer"": ""John Wyndham, Stirling Silliphant, Wolf Rilla"", ""Actors"": ""Christopher Reeve, Kirstie Alley, Linda Kozlowski"", ""Plot"": ""A small town's women give birth to unfriendly alien children posing as humans."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZGZiNjQyOGUtNjQ2Ny00MzUxLWI1NDUtMDNlMjBiNjcwMTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}], ""Metascore"": ""41"", ""imdbRating"": ""5.6"", ""imdbVotes"": ""34,021"", ""imdbID"": ""tt0114852"", ""Type"": ""movie"", ""DVD"": ""19 Apr 2016"", ""BoxOffice"": ""$9,418,365"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
724,apikey=b2e7529f&t=The Bellboy,searchByIdOrTitle,/,GET,,t=The Bellboy,,,200,"{""Title"": ""The Bellboy"", ""Year"": ""1960"", ""Rated"": ""Approved"", ""Released"": ""21 Jul 1960"", ""Runtime"": ""72 min"", ""Genre"": ""Comedy"", ""Director"": ""Jerry Lewis"", ""Writer"": ""Jerry Lewis"", ""Actors"": ""Jerry Lewis, Alex Gerry, Bob Clayton"", ""Plot"": ""Mute bellboy Stanley works at the luxurious Fontainebleau Hotel in Miami Beach. In spite of being a serviceable and friendly employee, the clumsy Stanley gets successively into trouble with his mistakes."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzVjZWUxYjMtY2RiZC00YzRhLTk1M2UtNzdhMzk5NTVkOTlkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""73%""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""4,764"", ""imdbID"": ""tt0053644"", ""Type"": ""movie"", ""DVD"": ""10 Aug 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
725,apikey=b2e7529f&t=13 Ghosts,searchByIdOrTitle,/,GET,,t=13 Ghosts,,,200,"{""Title"": ""13 Ghosts"", ""Year"": ""1960"", ""Rated"": ""Not Rated"", ""Released"": ""01 Jul 1960"", ""Runtime"": ""85 min"", ""Genre"": ""Horror, Mystery"", ""Director"": ""William Castle"", ""Writer"": ""Robb White"", ""Actors"": ""Charles Herbert, Jo Morrow, Martin Milner"", ""Plot"": ""A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDk0NzFjYjItYjFjYS00NWRjLTk5YTItYzkxNmU3YTQzZjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""36%""}, {""Source"": ""Metacritic"", ""Value"": ""56/100""}], ""Metascore"": ""56"", ""imdbRating"": ""6.0"", ""imdbVotes"": ""7,015"", ""imdbID"": ""tt0053559"", ""Type"": ""movie"", ""DVD"": ""27 Jun 2014"", ""BoxOffice"": ""$3,270,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
726,apikey=b2e7529f&t=Cinderfella,searchByIdOrTitle,/,GET,,t=Cinderfella,,,200,"{""Title"": ""Cinderfella"", ""Year"": ""1960"", ""Rated"": ""Not Rated"", ""Released"": ""18 Dec 1960"", ""Runtime"": ""91 min"", ""Genre"": ""Comedy, Family, Fantasy"", ""Director"": ""Frank Tashlin"", ""Writer"": ""Frank Tashlin, Jerry Lewis, Joe Besser"", ""Actors"": ""Jerry Lewis, Ed Wynn, Judith Anderson"", ""Plot"": ""A gender-swapped retelling of Charles Perrault's classic, where Cinderfella is visited by a fairy godfather to help him escape from his wicked stepmother and stepbrothers."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYmI5ZjlhOGUtMmFmMi00M2U0LWJhMTgtOTc5OTY2OTUyZWMzXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""3,754"", ""imdbID"": ""tt0053716"", ""Type"": ""movie"", ""DVD"": ""10 Aug 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
727,apikey=b2e7529f&t=The City of the Dead,searchByIdOrTitle,/,GET,,t=The City of the Dead,,,200,"{""Title"": ""The City of the Dead"", ""Year"": ""1960"", ""Rated"": ""PG-13"", ""Released"": ""12 Sep 1962"", ""Runtime"": ""76 min"", ""Genre"": ""Horror, Mystery, Thriller"", ""Director"": ""John Llewellyn Moxey"", ""Writer"": ""Milton Subotsky, George Baxt"", ""Actors"": ""Patricia Jessel, Dennis Lotis, Christopher Lee"", ""Plot"": ""A young college student arrives in a sleepy Massachusetts town to research witchcraft; during her stay at an eerie inn, she discovers a startling secret about the town and its inhabitants."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYzY2Yzg3OTItY2I4Ny00NmVlLWI0MTMtYWM5Nzc5NDA5NjY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""8,433"", ""imdbID"": ""tt0053719"", ""Type"": ""movie"", ""DVD"": ""25 Jan 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
728,apikey=b2e7529f&t=Exodus,searchByIdOrTitle,/,GET,,t=Exodus,,,200,"{""Title"": ""Exodus"", ""Year"": ""1960"", ""Rated"": ""Approved"", ""Released"": ""02 Jan 1961"", ""Runtime"": ""208 min"", ""Genre"": ""Action, Drama, War"", ""Director"": ""Otto Preminger"", ""Writer"": ""Dalton Trumbo, Leon Uris"", ""Actors"": ""Paul Newman, Eva Marie Saint, Ralph Richardson"", ""Plot"": ""The State of Israel is created in 1948, resulting in war with its Arab neighbors."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 5 wins & 7 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTk4NjMxNjcyOV5BMl5BanBnXkFtZTgwNDAwNTIxMDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""65%""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""11,207"", ""imdbID"": ""tt0053804"", ""Type"": ""movie"", ""DVD"": ""03 Jan 2018"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
729,apikey=b2e7529f&t=Taxi Driver,searchByIdOrTitle,/,GET,,t=Taxi Driver,,,200,"{""Title"": ""Taxi Driver"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""09 Feb 1976"", ""Runtime"": ""114 min"", ""Genre"": ""Crime, Drama"", ""Director"": ""Martin Scorsese"", ""Writer"": ""Paul Schrader"", ""Actors"": ""Robert De Niro, Jodie Foster, Cybill Shepherd"", ""Plot"": ""A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""Nominated for 4 Oscars. 22 wins & 21 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""89%""}, {""Source"": ""Metacritic"", ""Value"": ""94/100""}], ""Metascore"": ""94"", ""imdbRating"": ""8.2"", ""imdbVotes"": ""913,441"", ""imdbID"": ""tt0075314"", ""Type"": ""movie"", ""DVD"": ""06 Dec 2013"", ""BoxOffice"": ""$28,262,574"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
730,apikey=b2e7529f&t=Rocky,searchByIdOrTitle,/,GET,,t=Rocky,,,200,"{""Title"": ""Rocky"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""03 Dec 1976"", ""Runtime"": ""120 min"", ""Genre"": ""Drama, Sport"", ""Director"": ""John G. Avildsen"", ""Writer"": ""Sylvester Stallone"", ""Actors"": ""Sylvester Stallone, Talia Shire, Burt Young"", ""Plot"": ""A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 3 Oscars. 21 wins & 23 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""92%""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""8.1"", ""imdbVotes"": ""621,719"", ""imdbID"": ""tt0075148"", ""Type"": ""movie"", ""DVD"": ""31 Oct 2015"", ""BoxOffice"": ""$117,235,147"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
731,apikey=b2e7529f&t=Carrie,searchByIdOrTitle,/,GET,,t=Carrie,,,200,"{""Title"": ""Carrie"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""16 Nov 1976"", ""Runtime"": ""98 min"", ""Genre"": ""Horror, Mystery"", ""Director"": ""Brian De Palma"", ""Writer"": ""Stephen King, Lawrence D. Cohen"", ""Actors"": ""Sissy Spacek, Piper Laurie, Amy Irving"", ""Plot"": ""Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 6 wins & 9 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""93%""}, {""Source"": ""Metacritic"", ""Value"": ""86/100""}], ""Metascore"": ""86"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""205,405"", ""imdbID"": ""tt0074285"", ""Type"": ""movie"", ""DVD"": ""27 Aug 2015"", ""BoxOffice"": ""$33,800,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
732,apikey=b2e7529f&t=The Omen,searchByIdOrTitle,/,GET,,t=The Omen,,,200,"{""Title"": ""The Omen"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""25 Jun 1976"", ""Runtime"": ""111 min"", ""Genre"": ""Horror, Mystery"", ""Director"": ""Richard Donner"", ""Writer"": ""David Seltzer"", ""Actors"": ""Gregory Peck, Lee Remick, Harvey Stephens"", ""Plot"": ""Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?"", ""Language"": ""English, Latin, Italian"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Won 1 Oscar. 5 wins & 9 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""84%""}, {""Source"": ""Metacritic"", ""Value"": ""62/100""}], ""Metascore"": ""62"", ""imdbRating"": ""7.5"", ""imdbVotes"": ""129,549"", ""imdbID"": ""tt0075005"", ""Type"": ""movie"", ""DVD"": ""01 Mar 2017"", ""BoxOffice"": ""$60,922,980"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
733,apikey=b2e7529f&t=Logan's Run,searchByIdOrTitle,/,GET,,t=Logan's Run,,,200,"{""Title"": ""Logan's Run"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""23 Jun 1976"", ""Runtime"": ""119 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Michael Anderson"", ""Writer"": ""David Zelag Goodman, William F. Nolan, George Clayton Johnson"", ""Actors"": ""Michael York, Jenny Agutter, Richard Jordan"", ""Plot"": ""A police officer in the future uncovers the deadly secret behind a society that worships youth."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 7 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjFiY2IyMmItNmUwZi00ZGYxLThiZGItMWZiZjE0NGVhNWNmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""58%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""60,475"", ""imdbID"": ""tt0074812"", ""Type"": ""movie"", ""DVD"": ""01 May 2008"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
734,apikey=b2e7529f&t=King Kong,searchByIdOrTitle,/,GET,,t=King Kong,,,200,"{""Title"": ""King Kong"", ""Year"": ""2005"", ""Rated"": ""PG-13"", ""Released"": ""14 Dec 2005"", ""Runtime"": ""187 min"", ""Genre"": ""Action, Adventure, Romance"", ""Director"": ""Peter Jackson"", ""Writer"": ""Fran Walsh, Philippa Boyens, Peter Jackson"", ""Actors"": ""Naomi Watts, Jack Black, Adrien Brody"", ""Plot"": ""A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."", ""Language"": ""English"", ""Country"": ""United States, New Zealand, Germany"", ""Awards"": ""Won 3 Oscars. 46 wins & 104 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""84%""}, {""Source"": ""Metacritic"", ""Value"": ""81/100""}], ""Metascore"": ""81"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""444,413"", ""imdbID"": ""tt0360717"", ""Type"": ""movie"", ""DVD"": ""01 Oct 2015"", ""BoxOffice"": ""$218,080,025"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
735,apikey=b2e7529f&t=All the President's Men,searchByIdOrTitle,/,GET,,t=All the President's Men,,,200,"{""Title"": ""All the President's Men"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""09 Apr 1976"", ""Runtime"": ""138 min"", ""Genre"": ""Drama, History, Thriller"", ""Director"": ""Alan J. Pakula"", ""Writer"": ""Carl Bernstein, Bob Woodward, William Goldman"", ""Actors"": ""Dustin Hoffman, Robert Redford, Jack Warden"", ""Plot"": ""\""The Washington Post\"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""Won 4 Oscars. 17 wins & 22 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}, {""Source"": ""Metacritic"", ""Value"": ""84/100""}], ""Metascore"": ""84"", ""imdbRating"": ""7.9"", ""imdbVotes"": ""124,703"", ""imdbID"": ""tt0074119"", ""Type"": ""movie"", ""DVD"": ""16 Feb 2010"", ""BoxOffice"": ""$70,600,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
736,apikey=b2e7529f&t=The Enforcer,searchByIdOrTitle,/,GET,,t=The Enforcer,,,200,"{""Title"": ""The Enforcer"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""22 Dec 1976"", ""Runtime"": ""96 min"", ""Genre"": ""Action, Crime, Thriller"", ""Director"": ""James Fargo"", ""Writer"": ""Harry Julian Fink, Rita M. Fink, Stirling Silliphant"", ""Actors"": ""Clint Eastwood, Tyne Daly, Harry Guardino"", ""Plot"": ""Inspector \""Dirty\"" Harry Callahan reluctantly teams up with rookie Inspector Kate Moore to foil a terrorist organization made up of disgruntled Vietnam veterans."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjI4M2Q2ZmYtNWY4Zi00NTM3LWFiYTYtNjU2NjI5MzMzYzA3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""69%""}, {""Source"": ""Metacritic"", ""Value"": ""58/100""}], ""Metascore"": ""58"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""48,882"", ""imdbID"": ""tt0074483"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2009"", ""BoxOffice"": ""$46,236,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
737,apikey=b2e7529f&t=Family Plot,searchByIdOrTitle,/,GET,,t=Family Plot,,,200,"{""Title"": ""Family Plot"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""09 Apr 1976"", ""Runtime"": ""120 min"", ""Genre"": ""Comedy, Crime, Drama"", ""Director"": ""Alfred Hitchcock"", ""Writer"": ""Ernest Lehman, Victor Canning"", ""Actors"": ""Karen Black, Bruce Dern, Barbara Harris"", ""Plot"": ""A phony psychic/con artist and her taxi driver/actor boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 wins & 6 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZWE5NDI0OTktNWZkZi00OTQ5LTg2ZTctNzljNDFmZmYyYWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""93%""}, {""Source"": ""Metacritic"", ""Value"": ""79/100""}], ""Metascore"": ""79"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""24,573"", ""imdbID"": ""tt0074512"", ""Type"": ""movie"", ""DVD"": ""19 Apr 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
738,apikey=b2e7529f&t=The Outlaw Josey Wales,searchByIdOrTitle,/,GET,,t=The Outlaw Josey Wales,,,200,"{""Title"": ""The Outlaw Josey Wales"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""30 Jun 1976"", ""Runtime"": ""135 min"", ""Genre"": ""Western"", ""Director"": ""Clint Eastwood"", ""Writer"": ""Forrest Carter, Philip Kaufman, Sonia Chernus"", ""Actors"": ""Clint Eastwood, Sondra Locke, Chief Dan George"", ""Plot"": ""Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family."", ""Language"": ""English, Navajo, Spanish"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 1 win & 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjIxNDYxMTk2MF5BMl5BanBnXkFtZTgwMjQxNjU3MTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""91%""}, {""Source"": ""Metacritic"", ""Value"": ""69/100""}], ""Metascore"": ""69"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""79,034"", ""imdbID"": ""tt0075029"", ""Type"": ""movie"", ""DVD"": ""01 Jun 2011"", ""BoxOffice"": ""$31,800,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
