invariants generated with modified swagger ,invariant generated with original swagger,TRUE/FALSE,invariant generated with original swagger,invariants_org_Swagger_updated_csv,TRUE/FALSE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.taxes[]) one of { 1,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.creditCards[]) one of { 7,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.creditCards[]) one of { 7,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.creditCards[]) one of { 7,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(return.price.variations.changes[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.methods[]) one of { 1,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.methods[]) one of { 1,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.deposit.acceptedPayments.methods[]) one of { 1,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights]),TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights-1] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights-1]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights-1] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights-1]),TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights-1] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights-1]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.price.taxes[return.policies.cancellation.numberOfNights-1] has only one value;daikon.inv.unary.scalar.OneOfScalar;(return.price.taxes[return.policies.cancellation.numberOfNights-1]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.adults >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.adults,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.adults >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.adults,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.adults >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.adults,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.adults >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.adults,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= return.room.typeEstimated.beds;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= return.room.typeEstimated.beds;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= return.room.typeEstimated.beds;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= return.room.typeEstimated.beds;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.roomQuantity >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.roomQuantity,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.category is a substring of return.room.description.text;daikon.inv.binary.twoString.StdString$SubString;(return.category,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.id is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.id,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.id is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.id,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.id is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.id,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.id is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.id,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.category is a substring of return.room.description.text;daikon.inv.binary.twoString.StdString$SubString;(return.category,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.category is a substring of return.room.description.text;daikon.inv.binary.twoString.StdString$SubString;(return.category,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.category is a substring of return.room.description.text;daikon.inv.binary.twoString.StdString$SubString;(return.category,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.room.typeEstimated.beds >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.room.typeEstimated.beds,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.room.typeEstimated.beds >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.room.typeEstimated.beds,TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.room.typeEstimated.beds >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.room.typeEstimated.beds,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;return.room.typeEstimated.beds >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.room.typeEstimated.beds,TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(input.hotelIds[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(input.hotelIds[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(input.hotelIds[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(input.hotelIds[..]),TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(input.hotelIds[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(input.hotelIds[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(input.hotelIds[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(input.hotelIds[..]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.guarantee.acceptedPayments.creditCards[]) >= size(return.price.variations.changes[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.policies.guarantee.acceptedPayments.creditCards[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.taxes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.taxes[..]),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.taxes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.taxes[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.taxes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.taxes[..]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.guarantee.acceptedPayments.methods[]) <= size(return.price.taxes[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(return.policies.guarantee.acceptedPayments.methods[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) <= size(return.policies.guarantee.acceptedPayments.creditCards[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(return.price.variations.changes[..]),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) <= size(return.policies.guarantee.acceptedPayments.creditCards[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(return.price.variations.changes[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) <= size(return.policies.guarantee.acceptedPayments.creditCards[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(return.price.variations.changes[..]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.policies.guarantee.acceptedPayments.methods[]) <= size(return.price.variations.changes[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(return.policies.guarantee.acceptedPayments.methods[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.variations.changes[..]),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.variations.changes[..]),/shopping/hotel-offers&getMultiHotelOffers&200&data&offers():::EXIT;size(return.price.variations.changes[]) >= size(return.policies.guarantee.acceptedPayments.methods[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(size(return.price.variations.changes[..]),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT;return.data.hotel == null;daikon.inv.unary.scalar.OneOfScalar;(return.data.hotel),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type == "hotel-offers";daikon.inv.unary.string.OneOfString;(return.type),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type == "hotel-offers";daikon.inv.unary.string.OneOfString;(return.type),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type == "hotel-offers";daikon.inv.unary.string.OneOfString;(return.type),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT;return.data.offers == null;daikon.inv.unary.scalar.OneOfScalar;(return.data.offers),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.type)==12;daikon.inv.unary.string.FixedLengthString;(return.type),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.type)==12;daikon.inv.unary.string.FixedLengthString;(return.type),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.type)==12;daikon.inv.unary.string.FixedLengthString;(return.type),TRUE,,,,,,,,,,,
/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.self is Url;daikon.inv.unary.string.IsUrl;(return.self),TRUE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.self is Url;daikon.inv.unary.string.IsUrl;(return.self),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.self is Url;daikon.inv.unary.string.IsUrl;(return.self),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.hotelId)==8;daikon.inv.unary.string.FixedLengthString;(return.hotel.hotelId),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.hotelId)==8;daikon.inv.unary.string.FixedLengthString;(return.hotel.hotelId),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.chainCode)==2;daikon.inv.unary.string.FixedLengthString;(return.hotel.chainCode),FALSE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.chainCode)==2;daikon.inv.unary.string.FixedLengthString;(return.hotel.chainCode),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.chainCode)==2;daikon.inv.unary.string.FixedLengthString;(return.hotel.chainCode),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.dupeId)==9;daikon.inv.unary.string.FixedLengthString;(return.hotel.dupeId),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.dupeId)==9;daikon.inv.unary.string.FixedLengthString;(return.hotel.dupeId),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.dupeId)==9;daikon.inv.unary.string.FixedLengthString;(return.hotel.dupeId),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.dupeId is Numeric;daikon.inv.unary.string.IsNumeric;(return.hotel.dupeId),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.dupeId is Numeric;daikon.inv.unary.string.IsNumeric;(return.hotel.dupeId),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.dupeId is Numeric;daikon.inv.unary.string.IsNumeric;(return.hotel.dupeId),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.cityCode)==3;daikon.inv.unary.string.FixedLengthString;(return.hotel.cityCode),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.cityCode)==3;daikon.inv.unary.string.FixedLengthString;(return.hotel.cityCode),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.cityCode)==3;daikon.inv.unary.string.FixedLengthString;(return.hotel.cityCode),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type == "hotel";daikon.inv.unary.string.OneOfString;(return.hotel.type),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type == "hotel";daikon.inv.unary.string.OneOfString;(return.hotel.type),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type == "hotel";daikon.inv.unary.string.OneOfString;(return.hotel.type),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.type)==5;daikon.inv.unary.string.FixedLengthString;(return.hotel.type),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.type)==5;daikon.inv.unary.string.FixedLengthString;(return.hotel.type),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;LENGTH(return.hotel.type)==5;daikon.inv.unary.string.FixedLengthString;(return.hotel.type),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(return.offers[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(return.offers[..])),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(return.offers[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(return.offers[..])),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;size(return.offers[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(return.offers[..])),/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId in input.hotelIds[];daikon.inv.binary.sequenceString.MemberString;(input.hotelIds[..],TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId in input.hotelIds[];daikon.inv.binary.sequenceString.MemberString;(input.hotelIds[..],FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId in input.hotelIds[];daikon.inv.binary.sequenceString.MemberString;(input.hotelIds[..],/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkInDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkInDate,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkInDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkInDate,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkInDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkInDate,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkOutDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkOutDate,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkOutDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkOutDate,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.checkOutDate is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.checkOutDate,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.countryOfResidence is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.countryOfResidence,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.countryOfResidence is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.countryOfResidence,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.countryOfResidence is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.countryOfResidence,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.currency is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.currency,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.currency is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.currency,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.currency is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.currency,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.paymentPolicy is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.paymentPolicy,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.paymentPolicy is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.paymentPolicy,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.paymentPolicy is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.paymentPolicy,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.boardType is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.boardType,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.boardType is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.boardType,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.boardType is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.boardType,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;input.lang is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(input.lang,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.type,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.type,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.type is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.type,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type is a substring of return.type;daikon.inv.binary.twoString.StdString$SubString;(return.type,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type is a substring of return.type;daikon.inv.binary.twoString.StdString$SubString;(return.type,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.type is a substring of return.type;daikon.inv.binary.twoString.StdString$SubString;(return.type,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.self,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.self,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.hotelId is a substring of return.self;daikon.inv.binary.twoString.StdString$SubString;(return.self,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.chainCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.chainCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.chainCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.cityCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.cityCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,FALSE,/shopping/hotel-offers&getMultiHotelOffers&200&data():::EXIT;return.hotel.cityCode is a substring of return.hotel.hotelId;daikon.inv.binary.twoString.StdString$SubString;(return.hotel.hotelId,/shopping/hotel-offers&getMultiHotelOffers&200():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),TRUE,,,,,,,,,,,
,/shopping/hotel-offers&getMultiHotelOffers&200():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),FALSE,/shopping/hotel-offers&getMultiHotelOffers&200():::ENTER;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),/shopping/hotel-offers&getMultiHotelOffers&200():::EXIT;size(input.hotelIds[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.hotelIds[..])),TRUE,,,,,,,,,,,
